ts,size,n,m,p,totaltime
1717195031068,8,100,100,100,2961
1717195036586,8,100,100,100,1690
1717195040626,8,100,100,100,1773
1717195044818,8,100,100,100,1821
1717195049018,8,100,100,100,1639
1717195053034,8,100,100,100,2236
1717195057638,8,100,100,100,1676
1717195061774,8,100,100,100,1790
1717195065958,8,100,100,100,1568
1717195069974,8,100,100,100,1716
1717195074118,8,100,100,100,2422
1717195078910,8,100,100,100,3514
1717195084792,8,100,100,100,2094
1717195089266,8,100,100,100,1593
1717195093290,8,100,100,100,1899
1717195097826,8,100,100,100,6289
1717195106566,8,100,100,100,1618
1717195110570,8,100,100,100,2467
1717195115439,8,100,100,100,2192
1717195119978,8,100,100,100,1697
1717195124086,8,100,100,100,1590
1717195128062,8,100,100,100,1717
1717195132246,8,100,100,100,6301
1717195140947,8,100,100,100,1804
1717195145234,8,100,100,100,1572
1717195149230,8,100,100,100,1769
1717195153334,8,100,100,100,1755
1717195157770,8,100,100,100,3335
1717195163578,8,100,100,100,1657
1717195167702,8,100,100,100,1763
1717195171870,8,100,100,100,1742
1717195176038,8,100,100,100,10087
1717195188518,8,100,100,100,2377
1717195193374,8,100,100,100,1693
1717195197502,8,100,100,100,4709
1717195204610,8,100,100,100,5318
1717195212338,8,100,100,100,2594
1717195217334,8,100,100,100,2806
1717195222550,8,100,100,100,1655
1717195226666,8,100,100,100,1703
1717195230790,8,100,100,100,1737
1717195234926,8,100,100,100,1641
1717195238950,8,100,100,100,2003
1717195243442,8,100,100,100,2468
1717195248282,8,100,100,100,2371
1717195253046,8,100,100,100,1653
1717195257134,8,100,100,100,1656
1717195261242,8,100,100,100,3127
1717195266750,8,100,100,100,1620
1717195270786,8,100,100,100,1660
1717195274870,8,100,100,100,2301
1717195279598,8,100,100,100,5443
1717195287446,8,100,100,100,1730
1717195291630,8,100,100,100,3702
1717195297786,8,100,100,100,5398
1717195305562,8,100,100,100,1526
1717195309502,8,100,100,100,1610
1717195313538,8,100,100,100,2168
1717195318102,8,100,100,100,1707
1717195322286,8,100,100,100,5774
1717195330470,8,100,100,100,1786
1717195334682,8,100,100,100,1996
1717195339078,8,100,100,100,1549
1717195343470,8,100,100,100,1583
1717195347530,8,100,100,100,2181
1717195352082,8,100,100,100,1627
1717195356138,8,100,100,100,1712
1717195360282,8,100,100,100,6852
1717195369566,8,100,100,100,1667
1717195373734,8,100,100,100,1610
1717195377766,8,100,100,100,1591
1717195381766,8,100,100,100,4352
1717195388578,8,100,100,100,1642
1717218127462,5,250,250,250,4833
1717218193686,5,250,250,250,4885
1717218201466,5,250,250,250,4770
1717218209106,5,250,250,250,4410
1717218216274,5,250,250,250,9895
1717218229030,5,250,250,250,13521
1717218245398,5,250,250,250,5570
1717218253862,5,250,250,250,6308
1717218263058,5,250,250,250,5294
1717218271302,5,250,250,250,5009
1717218279210,5,250,250,250,4920
1717218286970,5,250,250,250,5466
1717218295535,5,250,250,250,14183
1717218312749,5,250,250,250,5183
1717218320800,5,250,250,250,5937
1717218329634,5,250,250,250,6501
1717218339198,5,250,250,250,6048
1717218348214,5,250,250,250,5953
1717218357166,5,250,250,250,8178
1717218368444,5,250,250,250,9782
1717218381202,5,250,250,250,6335
1717218390590,5,250,250,250,9621
1717218403186,5,250,250,250,5083
1717218411292,5,250,250,250,6803
1717218421142,5,250,250,250,6878
1717218431069,5,250,250,250,5130
1717218439013,5,250,250,250,5234
1717218447244,5,250,250,250,15287
1717218465491,5,250,250,250,5783
1717218474147,5,250,250,250,5147
1717218482166,5,250,250,250,5057
1717218490118,5,250,250,250,8175
1717218501202,5,250,250,250,7976
1717218512114,5,250,250,250,4393
1717218519402,5,250,250,250,10532
1717218532850,5,250,250,250,22003
1717218557674,5,250,250,250,11848
1717218572410,5,250,250,250,4495
1717218579706,5,250,250,250,4719
1717218587222,5,250,250,250,5309
1717218595370,5,250,250,250,6442
1717218604698,5,250,250,250,4874
1717218612454,5,250,250,250,6498
1717218621902,5,250,250,250,5685
1717218630582,5,250,250,250,5217
1717218638662,5,250,250,250,4829
1717218646546,5,250,250,250,6650
1717218656154,5,250,250,250,4820
1717218663878,5,250,250,250,5013
1717218671882,5,250,250,250,9753
1717218684478,5,250,250,250,5136
1717218693078,5,250,250,250,5350
1717218701362,5,250,250,250,8788
1717218718894,5,250,250,250,4788
1717218726622,5,250,250,250,5064
1717218734538,5,250,250,250,5503
1717218743026,5,250,250,250,4826
1717218750966,5,250,250,250,4880
1717218758802,5,250,250,250,13395
1717218775446,5,250,250,250,4867
1717218783198,5,250,250,250,5459
1717218791550,5,250,250,250,4712
1717218799234,5,250,250,250,11744
1717218813898,5,250,250,250,4778
1717218821586,5,250,250,250,9618
1717218834266,5,250,250,250,11987
1717218849246,5,250,250,250,6004
1717218858306,5,250,250,250,4883
1717218866186,5,250,250,250,4812
1717218873834,5,250,250,250,17145
1717218893826,5,250,250,250,4814
1717218901478,5,250,250,250,5226
1717218909542,5,250,250,250,5344
1717218917698,5,250,250,250,6926
1717218927570,5,250,250,250,13180
1717218943822,5,250,250,250,4651
1717218951378,5,250,250,250,5558
1717218959770,5,250,250,250,6621
1717218969242,5,250,250,250,5815
1717218977914,5,250,250,250,5132
1717218985934,5,250,250,250,6860
1717218995718,5,250,250,250,4971
1717219003546,5,250,250,250,5507
1717219011998,5,250,250,250,11256
1717219026174,5,250,250,250,13593
1717219042650,5,250,250,250,4911
1717219050394,5,250,250,250,6572
1717219059930,5,250,250,250,4812
1717219067722,5,250,250,250,5025
1717219075694,5,250,250,250,11981
1717219090554,5,250,250,250,4872
1717219098386,5,250,250,250,5280
1717219106642,5,250,250,250,5488
1717219115026,5,250,250,250,5453
1717219123462,5,250,250,250,4715
1717219131162,5,250,250,250,4756
1717219138918,5,250,250,250,7530
1717219149330,5,250,250,250,4889
1717219157114,5,250,250,250,11775
1717219171970,5,250,250,250,8197
1717219183318,5,250,250,250,5502
1717219191782,6,250,250,250,6192
1717219209890,6,250,250,250,4157
1717219217106,6,250,250,250,4390
1717219224430,6,250,250,250,16489
1717219243802,6,250,250,250,4216
1717219250906,6,250,250,250,4589
1717219258470,6,250,250,250,4347
1717219265747,6,250,250,250,10457
1717219279138,6,250,250,250,4478
1717219286630,6,250,250,250,4169
1717219293830,6,250,250,250,8491
1717219305314,6,250,250,250,5702
1717219314062,6,250,250,250,4289
1717219321398,6,250,250,250,7746
1717219332082,6,250,250,250,4504
1717219339610,6,250,250,250,7851
1717219350438,6,250,250,250,4345
1717219357698,6,250,250,250,6826
1717219367554,6,250,250,250,4418
1717219375030,6,250,250,250,4450
1717219383038,6,250,250,250,16013
1717219402058,6,250,250,250,12547
1717219418006,6,250,250,250,4540
1717219425482,6,250,250,250,4296
1717219432750,6,250,250,250,7637
1717219443354,6,250,250,250,6917
1717219453354,6,250,250,250,5909
1717219462300,6,250,250,250,4803
1717219470006,6,250,250,250,4215
1717219477066,6,250,250,250,11300
1717219491450,6,250,250,250,4275
1717219498718,6,250,250,250,9496
1717219511302,6,250,250,250,4244
1717219518547,6,250,250,250,5041
1717219526766,6,250,250,250,7056
1717219536784,6,250,250,250,4196
1717219543982,6,250,250,250,4369
1717219551294,6,250,250,250,8049
1717219562370,6,250,250,250,4395
1717219569738,6,250,250,250,10182
1717219583086,6,250,250,250,5306
1717219591250,6,250,250,250,7895
1717219602238,6,250,250,250,4748
1717219609998,6,250,250,250,24075
1717219637222,6,250,250,250,4488
1717219644662,6,250,250,250,6223
1717219653882,6,250,250,250,4058
1717219660914,6,250,250,250,6244
1717219670214,6,250,250,250,4535
1717219677898,6,250,250,250,6773
1717219687698,6,250,250,250,5241
1717219695814,6,250,250,250,7142
1717219706822,6,250,250,250,4582
1717219714434,6,250,250,250,4308
1717219721738,6,250,250,250,4512
1717219729274,6,250,250,250,4369
1717219737094,6,250,250,250,6416
1717219746486,6,250,250,250,7162
1717219756622,6,250,250,250,5299
1717219764970,6,250,250,250,5307
1717219773590,6,250,250,250,6995
1717219783798,6,250,250,250,5760
1717219792510,6,250,250,250,6529
1717219802006,6,250,250,250,6224
1717219811142,6,250,250,250,10657
1717219824814,6,250,250,250,11872
1717219839706,6,250,250,250,4573
1717219847426,6,250,250,250,4812
1717219855182,6,250,250,250,6725
1717219864779,6,250,250,250,4656
1717219872474,6,250,250,250,5485
1717219880990,6,250,250,250,11527
1717219895554,6,250,250,250,5875
1717219904434,6,250,250,250,6916
1717219914430,6,250,250,250,4164
1717219921471,6,250,250,250,6537
1717219931054,6,250,250,250,4408
1717219938382,6,250,250,250,7923
1717219949374,6,250,250,250,4833
1717219957214,6,250,250,250,4180
1717219964282,6,250,250,250,11967
1717219979254,6,250,250,250,5445
1717219987794,6,250,250,250,4539
1717219995266,6,250,250,250,5319
1717220003598,6,250,250,250,7145
1717220013934,6,250,250,250,5610
1717220022638,6,250,250,250,4210
1717220029878,6,250,250,250,10339
1717220043178,6,250,250,250,4273
1717220050462,6,250,250,250,4144
1717220057682,6,250,250,250,13286
1717220073986,6,250,250,250,13437
1717220090470,6,250,250,250,5492
1717220098950,6,250,250,250,4363
1717220106366,6,250,250,250,7710
1717220117082,6,250,250,250,4297
1717220124430,6,250,250,250,6329
1717220133886,6,250,250,250,4575
1717220141430,6,250,250,250,12873
1717220157330,6,250,250,250,4471
1717220164818,7,250,250,250,5848
1717220173878,7,250,250,250,8254
1717220185214,7,250,250,250,7717
1717220195970,7,250,250,250,4943
1717220204106,7,250,250,250,3885
1717220211054,7,250,250,250,4668
1717220218794,7,250,250,250,11617
1717220233594,7,250,250,250,5880
1717220242526,7,250,250,250,11917
1717220257562,7,250,250,250,7614
1717220268274,7,250,250,250,4052
1717220275466,7,250,250,250,7629
1717220286278,7,250,250,250,4192
1717220293534,7,250,250,250,14921
1717220311486,7,250,250,250,4260
1717220318774,7,250,250,250,11044
1717220333762,7,250,250,250,6871
1717220343686,7,250,250,250,4080
1717220350762,7,250,250,250,6165
1717220359898,7,250,250,250,13159
1717220376094,7,250,250,250,4014
1717220383407,7,250,250,250,4269
1717220390762,7,250,250,250,4941
1717220398682,7,250,250,250,10554
1717220412314,7,250,250,250,9585
1717220424902,7,250,250,250,3901
1717220431846,7,250,250,250,5404
1717220440330,7,250,250,250,13686
1717220457066,7,250,250,250,4123
1717220464262,7,250,250,250,6898
1717220474290,7,250,250,250,5107
1717220482402,7,250,250,250,4184
1717220489686,7,250,250,250,9046
1717220501910,7,250,250,250,5634
1717220510702,7,250,250,250,4098
1717220517986,7,250,250,250,5464
1717220526702,7,250,250,250,4230
1717220534138,7,250,250,250,5642
1717220542850,7,250,250,250,9437
1717220555242,7,250,250,250,5835
1717220564210,7,250,250,250,4731
1717220572034,7,250,250,250,8117
1717220583990,7,250,250,250,8574
1717220595758,7,250,250,250,11035
1717220609858,7,250,250,250,4022
1717220616934,7,250,250,250,5686
1717220625658,7,250,250,250,4324
1717220633154,7,250,250,250,12785
1717220649058,7,250,250,250,3951
1717220656070,7,250,250,250,6265
1717220665450,7,250,250,250,8318
1717220676930,7,250,250,250,12212
1717220692258,7,250,250,250,15183
1717220710546,7,250,250,250,4181
1717220717738,7,250,250,250,4094
1717220724866,7,250,250,250,7322
1717220735322,7,250,250,250,3787
1717220743182,7,250,250,250,11482
1717220757750,7,250,250,250,4754
1717220765610,7,250,250,250,5480
1717220774134,7,250,250,250,16292
1717220793522,7,250,250,250,5145
1717220801870,7,250,250,250,4343
1717220809410,7,250,250,250,4378
1717220816918,7,250,250,250,6035
1717220825994,7,250,250,250,10885
1717220839890,7,250,250,250,5228
1717220848134,7,250,250,250,4151
1717220855326,7,250,250,250,10508
1717220869078,7,250,250,250,4525
1717220876758,7,250,250,250,6168
1717220886130,7,250,250,250,7117
1717220896258,7,250,250,250,6194
1717220905506,7,250,250,250,7149
1717220915778,7,250,250,250,3916
1717220922954,7,250,250,250,4739
1717220930858,7,250,250,250,4824
1717220938814,7,250,250,250,7613
1717220949450,7,250,250,250,4161
1717220956726,7,250,250,250,4509
1717220964394,7,250,250,250,4442
1717220971914,7,250,250,250,9165
1717220984110,7,250,250,250,5890
1717220993269,7,250,250,250,7547
1717221004038,7,250,250,250,15279
1717221022470,7,250,250,250,8284
1717221033730,7,250,250,250,4061
1717221040814,7,250,250,250,5256
1717221049134,7,250,250,250,8887
1717221061650,7,250,250,250,7775
1717221072378,7,250,250,250,5717
1717221081298,7,250,250,250,6200
1717221105430,7,250,250,250,4141
1717221112718,7,250,250,250,5086
1717221121011,7,250,250,250,3823
1717221128034,7,250,250,250,5550
1717221137050,7,250,250,250,9890
1717221150130,7,250,250,250,5060
1717221158378,7,250,250,250,5548
1717221167226,7,250,250,250,5357
1717221175946,8,250,250,250,5200
1717221184299,8,250,250,250,12077
1717221199402,8,250,250,250,4296
1717221206886,8,250,250,250,10836
1717221220730,8,250,250,250,19428
1717221243442,8,250,250,250,3955
1717221250658,8,250,250,250,4229
1717221258026,8,250,250,250,3994
1717221265218,8,250,250,250,8691
1717221277042,8,250,250,250,4046
1717221284343,8,250,250,250,9891
1717221297914,8,250,250,250,4763
1717221305842,8,250,250,250,4656
1717221313638,8,250,250,250,7845
1717221324778,8,250,250,250,3872
1717221331794,8,250,250,250,7220
1717221342174,8,250,250,250,9416
1717221354806,8,250,250,250,4756
1717221363295,8,250,250,250,3544
1717221370166,8,250,250,250,8142
1717221381478,8,250,250,250,8965
1717221393554,8,250,250,250,6298
1717221402970,8,250,250,250,6075
1717221412086,8,250,250,250,7491
1717221423487,8,250,250,250,13087
1717221439685,8,250,250,250,6008
1717221448902,8,250,250,250,4196
1717221456294,8,250,250,250,11847
1717221471286,8,250,250,250,6503
1717221480858,8,250,250,250,11358
1717221495302,8,250,250,250,4708
1717221503178,8,250,250,250,11861
1717221518130,8,250,250,250,3955
1717221525230,8,250,250,250,13176
1717221541602,8,250,250,250,6652
1717221551442,8,250,250,250,4646
1717221559202,8,250,250,250,7416
1717221569805,8,250,250,250,4771
1717221577702,8,250,250,250,6364
1717221587258,8,250,250,250,8323
1717221598690,8,250,250,250,16432
1717221618298,8,250,250,250,5121
1717221626606,8,250,250,250,6396
1717221636070,8,250,250,250,4054
1717221643258,8,250,250,250,8490
1717221654906,8,250,250,250,5006
1717221663090,8,250,250,250,4520
1717221670738,8,250,250,250,13520
1717221687434,8,250,250,250,5993
1717221696658,8,250,250,250,7427
1717221707378,8,250,250,250,3917
1717221714446,8,250,250,250,6792
1717221725325,8,250,250,250,6778
1717221735322,8,250,250,250,3957
1717221742418,8,250,250,250,13488
1717221759122,8,250,250,250,4462
1717221766798,8,250,250,250,4400
1717221774398,8,250,250,250,8087
1717221785658,8,250,250,250,8572
1717221797410,8,250,250,250,4065
1717221804718,8,250,250,250,8087
1717221815938,8,250,250,250,8642
1717221827802,8,250,250,250,9134
1717221840090,8,250,250,250,6013
1717221850564,8,250,250,250,14010
1717221867722,8,250,250,250,9775
1717221880734,8,250,250,250,5535
1717221889439,8,250,250,250,7466
1717221900082,8,250,250,250,4928
1717221908197,8,250,250,250,5186
1717221916522,8,250,250,250,4481
1717221924226,8,250,250,250,9172
1717221936614,8,250,250,250,10642
1717221950398,8,250,250,250,6440
1717221960114,8,250,250,250,6721
1717221970470,8,250,250,250,9676
1717221983366,8,250,250,250,4753
1717221991238,8,250,250,250,5553
1717221999978,8,250,250,250,10745
1717222013926,8,250,250,250,5217
1717222022278,8,250,250,250,4192
1717222030162,8,250,250,250,6884
1717222049834,8,250,250,250,4947
1717222058078,8,250,250,250,4038
1717222065334,8,250,250,250,5199
1717222073638,8,250,250,250,10361
1717222087246,8,250,250,250,6870
1717222097434,8,250,250,250,3928
1717222104518,8,250,250,250,8802
1717222116490,8,250,250,250,11707
1717222131530,8,250,250,250,4178
1717222138894,8,250,250,250,5412
1717222147506,8,250,250,250,11021
1717222161650,8,250,250,250,6565
1717222171482,8,250,250,250,6341
1717222180982,8,250,250,250,3948
1717222188050,8,250,250,250,7065
1717222198346,8,250,250,250,5884
1717222207514,8,250,250,250,5512
1717222216318,8,250,250,250,6156
1717224303890,5,50,50,50,924
1717224307010,5,50,50,50,958
1717224310154,5,50,50,50,1252
1717224313582,5,50,50,50,1021
1717224316802,5,50,50,50,948
1717224319911,5,50,50,50,928
1717224323038,5,50,50,50,997
1717224326198,5,50,50,50,981
1717224329370,5,50,50,50,940
1717224332478,5,50,50,50,879
1717224335594,5,50,50,50,897
1717224338706,5,50,50,50,882
1717224341766,5,50,50,50,924
1717224344886,5,50,50,50,2980
1717224350062,5,50,50,50,931
1717224353150,5,50,50,50,954
1717224356318,5,50,50,50,906
1717224359382,5,50,50,50,988
1717224362542,5,50,50,50,864
1717224365590,5,50,50,50,962
1717224368726,5,50,50,50,3892
1717224374826,5,50,50,50,5355
1717224382390,5,50,50,50,934
1717224385506,5,50,50,50,896
1717224388566,5,50,50,50,911
1717224391698,5,50,50,50,927
1717224394790,5,50,50,50,862
1717224397858,5,50,50,50,904
1717224400938,5,50,50,50,885
1717224404058,5,50,50,50,874
1717224407130,5,50,50,50,952
1717224410274,5,50,50,50,874
1717224413350,5,50,50,50,885
1717224416478,5,50,50,50,935
1717224419598,5,50,50,50,3993
1717224425794,5,50,50,50,897
1717224428894,5,50,50,50,987
1717224432074,5,50,50,50,868
1717224435162,5,50,50,50,1040
1717224438414,5,50,50,50,2222
1717224442814,5,50,50,50,915
1717224445899,5,50,50,50,987
1717224449082,5,50,50,50,880
1717224452166,5,50,50,50,958
1717224455306,5,50,50,50,938
1717224458426,5,50,50,50,930
1717224461566,5,50,50,50,1494
1717224465270,5,50,50,50,4234
1717224471678,5,50,50,50,969
1717224474962,5,50,50,50,858
1717224478002,5,50,50,50,865
1717224481082,5,50,50,50,860
1717224484150,5,50,50,50,2477
1717224488790,5,50,50,50,914
1717224491946,5,50,50,50,1096
1717224495222,5,50,50,50,899
1717224498302,5,50,50,50,886
1717224501402,5,50,50,50,867
1717224504486,5,50,50,50,990
1717224507666,5,50,50,50,926
1717224510770,5,50,50,50,937
1717224513938,5,50,50,50,873
1717224516994,5,50,50,50,891
1717224520050,5,50,50,50,1005
1717224523206,5,50,50,50,2314
1717224527714,5,50,50,50,912
1717224530814,5,50,50,50,907
1717224533914,5,50,50,50,893
1717224536990,5,50,50,50,842
1717224540032,5,50,50,50,1224
1717224543558,5,50,50,50,948
1717224546650,5,50,50,50,4832
1717224553654,5,50,50,50,1225
1717224557102,5,50,50,50,1256
1717224560526,5,50,50,50,908
1717224563662,5,50,50,50,929
1717224566794,5,50,50,50,991
1717224570004,5,50,50,50,1044
1717224573322,5,50,50,50,910
1717224576426,5,50,50,50,983
1717224579614,5,50,50,50,874
1717224582678,5,50,50,50,838
1717224585730,5,50,50,50,870
1717224588790,5,50,50,50,896
1717224591874,5,50,50,50,875
1717224594986,5,50,50,50,1700
1717224598902,5,50,50,50,937
1717224602042,5,50,50,50,1029
1717224605510,5,50,50,50,885
1717224608650,5,50,50,50,1219
1717224612610,5,50,50,50,787
1717224615586,5,50,50,50,963
1717224618738,5,50,50,50,6037
1717224626974,5,50,50,50,891
1717224630074,5,50,50,50,3741
1717224636050,5,50,50,50,890
1717224639154,5,50,50,50,3133
1717224644490,5,50,50,50,887
1717224647578,5,50,50,50,888
1717224650842,5,50,50,50,946
1717224654010,6,50,50,50,1047
1717224657278,6,50,50,50,986
1717224660417,6,50,50,50,958
1717224663558,6,50,50,50,928
1717224666699,6,50,50,50,962
1717224669842,6,50,50,50,882
1717224672906,6,50,50,50,5479
1717224680566,6,50,50,50,4512
1717224687290,6,50,50,50,996
1717224690526,6,50,50,50,934
1717224693654,6,50,50,50,905
1717224696810,6,50,50,50,993
1717224700010,6,50,50,50,1009
1717224703202,6,50,50,50,5895
1717224711298,6,50,50,50,936
1717224714442,6,50,50,50,1000
1717224717602,6,50,50,50,1068
1717224720906,6,50,50,50,966
1717224724094,6,50,50,50,971
1717224727286,6,50,50,50,1076
1717224730578,6,50,50,50,1075
1717224733838,6,50,50,50,1399
1717224737418,6,50,50,50,904
1717224740542,6,50,50,50,923
1717224743710,6,50,50,50,1032
1717224746966,6,50,50,50,936
1717224750098,6,50,50,50,1011
1717224753394,6,50,50,50,1039
1717224756682,6,50,50,50,975
1717224759886,6,50,50,50,2481
1717224764598,6,50,50,50,1100
1717224767918,6,50,50,50,915
1717224771034,6,50,50,50,1324
1717224774782,6,50,50,50,3389
1717224780362,6,50,50,50,917
1717224783498,6,50,50,50,993
1717224786698,6,50,50,50,1021
1717224789962,6,50,50,50,993
1717224793154,6,50,50,50,1001
1717224796346,6,50,50,50,945
1717224799534,6,50,50,50,943
1717224802702,6,50,50,50,1325
1717224806366,6,50,50,50,943
1717224809506,6,50,50,50,4688
1717224816402,6,50,50,50,943
1717224819586,6,50,50,50,932
1717224822734,6,50,50,50,930
1717224825942,6,50,50,50,1739
1717224829894,6,50,50,50,977
1717224833086,6,50,50,50,5958
1717224841298,6,50,50,50,956
1717224844518,6,50,50,50,1141
1717224847882,6,50,50,50,954
1717224851101,6,50,50,50,873
1717224854326,6,50,50,50,970
1717224857466,6,50,50,50,895
1717224860582,6,50,50,50,938
1717224863750,6,50,50,50,1023
1717224866970,6,50,50,50,994
1717224870190,6,50,50,50,1444
1717224874298,6,50,50,50,1109
1717224877586,6,50,50,50,943
1717224880778,6,50,50,50,1000
1717224884030,6,50,50,50,975
1717224887250,6,50,50,50,968
1717224890454,6,50,50,50,1165
1717224893862,6,50,50,50,1107
1717224897218,6,50,50,50,947
1717224900366,6,50,50,50,6433
1717224909034,6,50,50,50,980
1717224912222,6,50,50,50,2145
1717224916602,6,50,50,50,1189
1717224920014,6,50,50,50,930
1717224923114,6,50,50,50,1114
1717224926462,6,50,50,50,1109
1717224929810,6,50,50,50,932
1717224932954,6,50,50,50,1058
1717224936222,6,50,50,50,3070
1717224941490,6,50,50,50,1595
1717224945279,6,50,50,50,977
1717224948470,6,50,50,50,969
1717224951634,6,50,50,50,899
1717224954774,6,50,50,50,1034
1717224958038,6,50,50,50,960
1717224961222,6,50,50,50,935
1717224964378,6,50,50,50,1901
1717224968518,6,50,50,50,909
1717224971694,6,50,50,50,1144
1717224976498,6,50,50,50,956
1717224979706,6,50,50,50,1012
1717224982958,6,50,50,50,1024
1717224986210,6,50,50,50,1797
1717224990238,6,50,50,50,953
1717224993414,6,50,50,50,2048
1717224997694,6,50,50,50,2527
1717225002454,6,50,50,50,994
1717225005715,6,50,50,50,1739
1717225009698,6,50,50,50,3848
1717225015762,6,50,50,50,892
1717225018906,6,50,50,50,1883
1717225023062,7,50,50,50,873
1717225026154,7,50,50,50,5456
1717225033966,7,50,50,50,884
1717225037086,7,50,50,50,885
1717225040234,7,50,50,50,3006
1717225045482,7,50,50,50,1047
1717225048794,7,50,50,50,956
1717225051990,7,50,50,50,957
1717225055198,7,50,50,50,931
1717225058370,7,50,50,50,942
1717225061534,7,50,50,50,884
1717225064646,7,50,50,50,916
1717225067774,7,50,50,50,921
1717225070962,7,50,50,50,984
1717225074194,7,50,50,50,2996
1717225081326,7,50,50,50,902
1717225084434,7,50,50,50,897
1717225087554,7,50,50,50,5816
1717225095594,7,50,50,50,935
1717225098798,7,50,50,50,920
1717225101982,7,50,50,50,982
1717225105140,7,50,50,50,973
1717225108384,7,50,50,50,6025
1717225116654,7,50,50,50,2127
1717225121070,7,50,50,50,850
1717225124162,7,50,50,50,1724
1717225128134,7,50,50,50,1017
1717225131358,7,50,50,50,910
1717225134494,7,50,50,50,974
1717225137710,7,50,50,50,6051
1717225146034,7,50,50,50,911
1717225149167,7,50,50,50,897
1717225152318,7,50,50,50,1872
1717225156422,7,50,50,50,926
1717225159576,7,50,50,50,983
1717225162778,7,50,50,50,910
1717225166010,7,50,50,50,977
1717225169210,7,50,50,50,1049
1717225172470,7,50,50,50,1004
1717225175742,7,50,50,50,943
1717225178930,7,50,50,50,909
1717225182086,7,50,50,50,5449
1717225189754,7,50,50,50,903
1717225192882,7,50,50,50,980
1717225196078,7,50,50,50,5428
1717225203750,7,50,50,50,1143
1717225207102,7,50,50,50,1014
1717225210710,7,50,50,50,960
1717225213894,7,50,50,50,8931
1717225225074,7,50,50,50,880
1717225228170,7,50,50,50,949
1717225231342,7,50,50,50,913
1717225234518,7,50,50,50,949
1717225237718,7,50,50,50,879
1717225240866,7,50,50,50,1024
1717225244134,7,50,50,50,2077
1717225248430,7,50,50,50,949
1717225251590,7,50,50,50,1027
1717225254836,7,50,50,50,960
1717225258046,7,50,50,50,899
1717225261190,7,50,50,50,1008
1717225264418,7,50,50,50,907
1717225267582,7,50,50,50,952
1717225270758,7,50,50,50,867
1717225273938,7,50,50,50,5090
1717225281274,7,50,50,50,2719
1717225286246,7,50,50,50,965
1717225289446,7,50,50,50,1873
1717225293538,7,50,50,50,965
1717225296734,7,50,50,50,936
1717225299906,7,50,50,50,910
1717225303062,7,50,50,50,1072
1717225306426,7,50,50,50,940
1717225309658,7,50,50,50,920
1717225312826,7,50,50,50,1002
1717225316066,7,50,50,50,1701
1717225320018,7,50,50,50,972
1717225323222,7,50,50,50,1037
1717225327494,7,50,50,50,907
1717225330674,7,50,50,50,965
1717225333898,7,50,50,50,988
1717225337114,7,50,50,50,1014
1717225340362,7,50,50,50,994
1717225343674,7,50,50,50,920
1717225346830,7,50,50,50,1024
1717225350110,7,50,50,50,958
1717225353356,7,50,50,50,1444
1717225357018,7,50,50,50,5709
1717225365458,7,50,50,50,896
1717225368586,7,50,50,50,952
1717225371766,7,50,50,50,893
1717225374954,7,50,50,50,1020
1717225378238,7,50,50,50,980
1717225381454,7,50,50,50,895
1717225384610,7,50,50,50,4504
1717225391330,7,50,50,50,1001
1717225394562,7,50,50,50,1898
1717225399346,7,50,50,50,1393
1717225403006,7,50,50,50,860
1717225406162,7,50,50,50,984
1717225409370,8,50,50,50,1110
1717225412738,8,50,50,50,993
1717225415994,8,50,50,50,1003
1717225419270,8,50,50,50,996
1717225422554,8,50,50,50,987
1717225425798,8,50,50,50,2774
1717225430825,8,50,50,50,967
1717225434066,8,50,50,50,7362
1717225443718,8,50,50,50,1043
1717225446998,8,50,50,50,2162
1717225451450,8,50,50,50,950
1717225454634,8,50,50,50,971
1717225458206,8,50,50,50,1633
1717225462214,8,50,50,50,995
1717225465458,8,50,50,50,978
1717225468710,8,50,50,50,981
1717225471930,8,50,50,50,1077
1717225475250,8,50,50,50,934
1717225478422,8,50,50,50,4746
1717225485418,8,50,50,50,957
1717225488630,8,50,50,50,2720
1717225493618,8,50,50,50,2863
1717225498770,8,50,50,50,967
1717225501986,8,50,50,50,946
1717225505188,8,50,50,50,1929
1717225509394,8,50,50,50,1924
1717225513618,8,50,50,50,967
1717225516834,8,50,50,50,934
1717225520034,8,50,50,50,1318
1717225523622,8,50,50,50,901
1717225526834,8,50,50,50,943
1717225530054,8,50,50,50,993
1717225533306,8,50,50,50,979
1717225536546,8,50,50,50,1040
1717225539818,8,50,50,50,2377
1717225544494,8,50,50,50,2125
1717225548902,8,50,50,50,949
1717225552076,8,50,50,50,944
1717225555266,8,50,50,50,1002
1717225558550,8,50,50,50,1466
1717225563502,8,50,50,50,934
1717225566714,8,50,50,50,972
1717225569950,8,50,50,50,1174
1717225573414,8,50,50,50,925
1717225576834,8,50,50,50,949
1717225580070,8,50,50,50,1102
1717225583490,8,50,50,50,1062
1717225586808,8,50,50,50,9902
1717225599014,8,50,50,50,1922
1717225603194,8,50,50,50,1090
1717225606566,8,50,50,50,976
1717225609787,8,50,50,50,997
1717225613090,8,50,50,50,1037
1717225616438,8,50,50,50,1089
1717225619778,8,50,50,50,943
1717225622990,8,50,50,50,933
1717225626142,8,50,50,50,3883
1717225632310,8,50,50,50,955
1717225635554,8,50,50,50,981
1717225638806,8,50,50,50,1157
1717225642402,8,50,50,50,957
